,product_name,product_category,price,product_images,product_description,product_benefits,product_details,productdata_content,other_colors
10,Nike Zoom Mercurial Superfly 9 Elite FG,Firm-Ground Football Boot,"SAR 1,700.00","['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwe30b5917/nk/2db/5/e/3/b/a/2db5e3ba_fce3_40bb_892e_7aa3ab6e5518.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw3e2a3ccd/nk/4a7/5/f/a/1/1/4a75fa11_8dfe_4184_87a3_08d4a7406298.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw3217fffe/nk/99e/7/2/7/b/7/99e727b7_2197_496d_91d1_436d82f54a62.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw4f0a454a/nk/47a/6/f/1/9/1/47a6f191_cfe7_4922_b970_15cec90b88f3.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw8914e476/nk/008/1/8/b/0/f/00818b0f_dd3a_4f0d_8b70_d32b3832d90b.png?sw=540&sh=540&sm=fit&q=80']","Instantly tilt the pitch in the bold design of the Superfly 9 Elite FG. We added a Zoom Air unit made specifically for football and grippy texture up top for exceptional touch, so you can dominate in the waning minutes of a match—when it matters most. Feel the explosive speed as you race around the pitch, making the critical plays with velocity and pace. Fast is in the Air.","['For use on slightly wet, short-grass pitches', 'Cushioned insole', 'Colour Shown: Black/Summit White/Volt/Dark Smoke Grey', 'Style: DJ4977-001']","[""For the first time in our history, Nike has developed an all-new, football-specific 3/4 Zoom Air unit. It sits in the plate and provides an additional level of springy underfoot feel that helps you move faster on the pitch and create separation when it matters the most—whether you're scoring goals, being first to the ball or going by defenders.""]",The speed cage inside of the structure is made from a thin but strong material that secures the foot to the outsole without adding additional weight for optimal lockdown.,"['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw546b19d8/nk/a28/3/f/8/0/3/a283f803_d49a_40aa_aa39_2c011a97ee4d.png?sw=520&sh=520&sm=fit', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw78b43a07/nk/7d3/8/0/f/2/4/7d380f24_7f1b_421d_aa00_5c1f896934cc.png?sw=520&sh=520&sm=fit']"
11,Nike Winflo 9 Shield,Men's Weatherised Road Running Shoes,SAR 329.00,"['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw6cb0db08/nk/c71/a/d/c/8/c/c71adc8c_0558_4e80_af34_818d0937a821.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwb7095cd2/nk/45c/2/f/5/0/6/45c2f506_4abf_499b_b525_fc830b96b049.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwef0de699/nk/c63/b/d/8/a/3/c63bd8a3_9db4_452e_892a_81260946edba.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw6fb461bb/nk/ab3/1/6/2/d/9/ab3162d9_e409_4366_ada2_a8aec51cf513.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwcf66f364/nk/31e/f/4/f/9/2/31ef4f92_9831_4d94_b821_bdaa08993a64.png?sw=540&sh=540&sm=fit&q=80']","Nasty weather doesn't need to put an end to your run. Revel in the elements with these shoes designed to help you push through every puddle, pit stop, pothole and personal record. A water-repellent finish helps keep you dry while tyre-like traction and a full-length Air unit provide grip and soft cushioning to help keep you running when conditions get slick.",['Not intended for use as Personal Protective Equipment (PPE)'],"['Like a warm jacket for your feet, the upper has knit material to help keep you warm for cold-weather runs. Skins placed around the toes—in areas where water can seep in—help to keep you dry.']",A water-repellent finish and gusseted tongue work together to help keep your feet dry.,"['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw455786f7/nk/edd/b/c/4/8/0/eddbc480_938e_45d3_8fe7_6ec9f841fb69.png?sw=520&sh=520&sm=fit', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw2ac31f2a/nk/75a/a/6/6/e/8/75aa66e8_f9e9_457d_9ca5_b9914a39ae21.png?sw=520&sh=520&sm=fit', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw1aeef9e1/nk/7fb/7/e/7/c/1/7fb7e7c1_e022_4d8f_b257_59b147738584.png?sw=520&sh=520&sm=fit']"
12,Nike Zoom Mercurial Vapor 15 Academy IC,Indoor Court Football Shoes,SAR 349.00,"['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw1ef7fe0f/nk/565/d/2/c/e/a/565d2cea_6e6a_41f9_a7fb_56aa5a13f83a.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw50ae2170/nk/ebe/c/b/1/a/4/ebecb1a4_81d8_41e0_bebd_d798199d4a0c.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwc72479ce/nk/999/a/7/d/5/e/999a7d5e_84e8_46ab_aee9_1bbf083aa8ea.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwf21abb2b/nk/013/b/7/8/3/0/013b7830_43b3_4a72_9106_4beb660aad07.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw2751b4d7/nk/107/8/8/c/a/a/10788caa_f7e9_4d82_98e3_a21441b19f25.png?sw=540&sh=540&sm=fit&q=80']","Celebrate the game's biggest competition in a design ignited by the science of connectivity and gravity that the world stage inspires. Featuring a stunning futuristic look made for the feet of the globe's greatest players, these shoes have a Zoom Air unit and flexible NikeSkin up top for exceptional touch so you can dominate in the waning minutes of a match—when it matters most.","['For use on street, court and indoor surfaces', 'Cushioned insole', 'Colour Shown: Metallic Copper/Metallic Copper', 'Style: DR5947-810']","[""Keep an eye out for special symbols around the design, nods to the host's whereabouts that pay homage to the game's grandest worldwide tournament. Nike's WHQ coordinates and emblems that speak to the science of connected energy are near the heel.""]","For the 1st time in our history, Nike has developed an all-new Zoom Air unit. It sits in the plate and provides an additional level of springy underfoot feel that helps you move faster on the pitch and create separation when it matters the most—whether you're scoring goals, being first to the ball or going by defenders.",[]
13,Nike BRSB,Skate Shoes,SAR 249.00,"['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwb9f64732/nk/97d/a/3/e/d/3/97da3ed3_33d2_4f8e_90c7_90073c4d854c.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwbf65bb7e/nk/487/9/b/c/7/4/4879bc74_be6e_42c6_bd3b_a3a9e5724f12.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwa34299c3/nk/dc9/d/c/7/3/3/dc9dc733_05b5_4e82_a93c_0efa1b2a81fb.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw471ffc60/nk/273/8/a/5/8/0/2738a580_5394_42a6_ab9d_613919a1e0c2.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw39938cc3/nk/644/f/4/4/2/a/644f442a_192b_44d9_97b2_fcc9a8f0dd15.png?sw=540&sh=540&sm=fit&q=80']","A familiar favourite is reborn in the Nike BRSB. Almost every detail, from the colour-blocking to the sawtooth pattern on the sole, was inspired by the original Nike Cortez. But, because this shoe is built for skate, we added extras where they're needed—like the rubber from the sole that wraps up and over the heel and toe for durability. It also wraps the sides, adding an extra layer to high-use areas, like the ollie zone.","['Synthetic leather on the toe and canvas on the midfoot put durability and breathability where you need them the most.', 'Foam midsole cushions every step.', 'Vulcanised construction fuses the sole to the upper for a flexible, broken-in feel.']","['Traditional lacing', 'Colour Shown: White/White/Black/Black', 'Style: DH9227-101']","The Nike Cortez was designed in 1972 by Nike co-founder Bill Bowerman to be lighter and more comfortable than any other. It quickly became the most popular running shoe in the country and has transformed into an unmistakable icon, woven into pop culture history.","['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw281990b1/nk/84a/5/c/4/e/6/84a5c4e6_18d9_41eb_a3f4_5c29a630d41a.png?sw=520&sh=520&sm=fit', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwfb6f2eb2/nk/3aa/b/f/e/0/3/3aabfe03_039d_43d5_9af8_c7e120f5d8b2.png?sw=520&sh=520&sm=fit']"
14,Jordan Max Aura 4,Men's Shoes,SAR 800.00,"['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw1f5a5a75/nk/4c7/d/c/c/7/1/4c7dcc71_f1a7_4b78_928d_1992f7d7ab71.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwfea25377/nk/ea9/9/a/e/6/d/ea99ae6d_b7c1_4050_b889_5d4f60b89178.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw07b25c73/nk/e25/f/e/b/4/b/e25feb4b_63b3_4fcf_b7b0_f27c455c4f56.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw66fb6399/nk/a93/d/1/3/3/a/a93d133a_a88a_40ae_b421_c5fff727629d.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw63bc577f/nk/954/2/2/8/1/a/9542281a_7b67_4905_a797_221cde56ab46.png?sw=540&sh=540&sm=fit&q=80']",The lightweight cushioning found in this next generation basketball shoe takes cues from its predecessors. Take flight on the court with timeless style and cloud-like heel support.,"['Genuine leather, synthetic leather and polyester combine in the upper for exterior cushioning.', 'Classic branding shows up in moulded details and embroidered graphics.', 'Visible Max Air unit supplies lightweight impact cushioning and comfort beneath your heel.', 'Six futuristic waves of tread on the rubber outsole provide multi-surface traction.']","['Rubber outsole', 'Not intended for use as Personal Protective Equipment (PPE)', 'Colour Shown: Black/White/Metallic Silver', 'Style: DN3687-002']",,"['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw04ae68f2/nk/19a/4/3/d/b/7/19a43db7_4a66_4661_aab6_526a70f7e744.png?sw=520&sh=520&sm=fit', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw68de30dc/nk/d3e/c/6/5/6/f/d3ec656f_befc_406b_a80e_08856ed76f78.png?sw=520&sh=520&sm=fit', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwbaacb42b/nk/da9/5/9/a/5/f/da959a5f_8bc5_465d_b25f_cf8bc89bf743.png?sw=520&sh=520&sm=fit', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw1e39ed38/nk/de4/0/8/f/2/7/de408f27_294e_4ea8_94f1_bf4ddceacb21.png?sw=520&sh=520&sm=fit']"
15,Kyrie Flytrap 6,Basketball Shoes,SAR 600.00,"['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw9174d1a3/nk/efb/7/b/b/f/4/efb7bbf4_d254_4ecc_b7ea_b876a02871fd.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwd378986a/nk/b8f/f/7/a/b/c/b8ff7abc_3801_4024_8f20_8ef5824823f9.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwecf0055f/nk/1b2/2/f/8/d/9/1b22f8d9_6c9c_41f6_bf28_afa98563efaf.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw7e5e29f5/nk/c91/f/a/f/3/a/c91faf3a_5698_4126_872a_6ea621635b8c.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwb7d66130/nk/d96/d/f/1/2/e/d96df12e_1ffc_4928_839f_a81b24082bc7.png?sw=540&sh=540&sm=fit&q=80']","This shoe offers durable traction underfoot and up the sides to help you plant, change directions and create separation from your opponent. A foam midsole and Zoom Air unit in the forefoot provide soft cushioning, while secured lacing gives you a fit made to move with you.","[""The Zoom Air unit embedded under the forefoot compresses when you step down, then springs back when you push off. It returns some of the energy you put in to help you drive down the court. We've coupled that unit with soft foam that feels plush and responsive under your foot.""]","['The 360-degree multi-directional traction pattern along the outsole is aggressive, data-informed and computer-generated. The rubber curves up the sides of the shoe to provide traction on the edges to help you stay in control, whichever direction you go.']","The laces feed through criss-cross webbing straps over the top of the foot. When you lace up, it tightens the webbing to help hold your foot in place.","['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw881f659e/nk/987/d/b/2/f/3/987db2f3_3c62_4cea_88ed_d0e52f5b6598.png?sw=520&sh=520&sm=fit', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw1ec8b0e9/nk/69f/a/f/8/4/4/69faf844_01bb_4a13_9e81_223b48e86fff.png?sw=520&sh=520&sm=fit']"
16,Nike SB Force 58 Premium,Skate Shoe,SAR 500.00,"['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwbd15e77b/nk/337/b/5/d/4/8/337b5d48_7d9c_4a5d_a696_e413cdb59946.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw2fc16f55/nk/ec8/1/1/5/5/8/ec811558_923a_475e_b2a4_153f94722f50.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw78547627/nk/792/1/8/a/8/e/79218a8e_4b34_4c08_8bc8_bb1249eae55b.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw04bf60e4/nk/4f3/b/2/8/d/e/4f3b28de_6cfe_40d8_9640_a08e735894ff.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw62675660/nk/6dc/f/6/6/a/1/6dcf66a1_f465_4ad8_b48d_687f2b616e90.png?sw=540&sh=540&sm=fit&q=80']","The latest and greatest innovation to hit the streets, the Nike SB Force 58 Premium gives you the durability of a cupsole with the flexibility of a vulcanised shoe.Made from soft, supple leather and finished with perforations, the whole look is infused with heritage basketball DNA.",['Premium leather is soft and supple.The perforations and Swoosh on the toe are a nod to heritage basketball styles.'],['The new design delivers the durability of a cupsole with the flexibility you need to reduce break-in time and maximise skate days.Tri-star shapes on the sole expand and contract for better grip and boardfeel straight out of the box.'],A stretchy internal gusset hugs your foot to help keep your shoe on if your laces blow out.,[]
17,Nike Court Vision Low Next Nature,Men's Shoes,SAR 475.00,"['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw6cf201d1/nk/ccc/1/2/8/7/e/ccc1287e_f007_4a95_a1a9_73f1ef360d63.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw2ecda00d/nk/e1f/8/7/e/7/b/e1f87e7b_144a_44e9_af3d_2a52c8387866.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw042daff0/nk/478/6/7/e/c/c/47867ecc_7bb6_44d9_aaf8_23db4c584291.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwbfa80c94/nk/38c/0/3/7/6/e/38c0376e_d219_406c_8cca_44dd4003fcd7.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw16ad9e9d/nk/b73/7/f/f/0/a/b737ff0a_ced1_4c6e_be9d_25f56a96d92b.png?sw=540&sh=540&sm=fit&q=80']","In love with the classic look of '80s basketball but have a thing for the fast-paced culture of today's game? Meet the Nike Court Vision Low. A classic remixed with at least 20% recycled materials by weight, its crisp upper and stitched overlays keep the soul of the original style. The plush, low-cut collar keeps it sleek and comfortable for your world.","['Made from at least 20% recycled material by weight.', 'Whenever you see the Nike Sunburst or the name Next Nature (NN), you see one more step on our journey towards zero carbon and zero waste.', 'Using synthetic materials, the design features materials that echo mid-1980s basketball shoes.', 'Padded, low-cut collar looks sleek and feels great while the perforations on the toe and sides add comfort and breathability.']","['Perforations on the toe and sides', 'Rubber outsole', 'Colour Shown: Black/Black/White', 'Style: DH2987-001']",,"['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwe470215a/nk/820/f/b/f/d/3/820fbfd3_afd1_4f8f_b3b4_d707e851d9d6.png?sw=520&sh=520&sm=fit', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw8a6455a9/nk/706/e/5/4/b/6/706e54b6_9360_4760_817d_86bba495f2e5.png?sw=520&sh=520&sm=fit', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw689e0f65/nk/6ef/8/f/5/4/a/6ef8f54a_1dda_49b8_9097_34c9c3dc766e.png?sw=520&sh=520&sm=fit']"
18,Air Jordan 1 Zoom CMFT 2,Men's Shoes,SAR 975.00,"['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw63e4d3e0/nk/13d/8/d/8/9/4/13d8d894_01d9_4ec3_ba21_a4508de190ed.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwe14b9387/nk/62e/c/c/4/6/2/62ecc462_d0b3_4b80_b1fb_28f7708af4bf.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw3f313724/nk/590/0/7/c/8/b/59007c8b_24fa_4ad1_a963_327690a91d9a.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw137e3c15/nk/9ae/4/7/2/c/a/9ae472ca_50c6_4bb3_8b92_df70dc3e19fb.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw0cbac79a/nk/07b/0/0/3/b/b/07b003bb_4d0a_47fd_bfa3_3edcaf1290d4.png?sw=540&sh=540&sm=fit&q=80']","Premium suede and Jordan Brand's signature Formula 23 foam come together to give you an extra luxurious (and extra cosy) AJ1. You don't need to play ""either or"" when it comes to choosing style or comfort with this one—which is nice, 'cause you deserve both.","['Nike Air technology absorbs impact for cushioning with every step.', 'Suede on the upper and toe breaks in easily and contours to your feet.', 'Jordan Formula 23 foam keeps your feet extra padded.']","['Colour Shown: Light Orewood Brown/Sail/Celestial Gold/Bright Citrus', 'Style: DV1307-180']",,"['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw705499ba/nk/390/e/7/a/e/a/390e7aea_a6e4_45f4_9ce2_ee186c3d236a.png?sw=520&sh=520&sm=fit', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw329a4b19/nk/c3d/e/a/d/1/9/c3dead19_8a8f_42b7_8de7_d56cc9d8550f.png?sw=520&sh=520&sm=fit']"
19,Nike Air Max Terrascape Plus,Men's Shoes,"SAR 1,200.00","['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw5cae8110/nk/1fc/9/f/1/f/4/1fc9f1f4_1e69_440e_8b9a_31fe30ac094d.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw147cdee1/nk/885/3/5/1/d/8/885351d8_ec9f_41f7_b85c_4685d1451758.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw3f26d072/nk/121/7/c/5/1/2/1217c512_f148_4080_bae5_f0a1adc34535.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwdcda5d11/nk/9e6/d/1/d/5/a/9e6d1d5a_a72f_4acb_88bb_1d808bd27957.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw2a8d8aeb/nk/422/9/f/d/f/9/4229fdf9_8a2d_44a7_8078_3d7979df0f0b.png?sw=540&sh=540&sm=fit&q=80']","Rebellious '90s style gets remastered. Rugged details, including a reinforced toe and a durable plastic cage, ramp up your attitude with outdoor-inspired vibes. And for added stability, it updates your Tuned Air experience with our innovative Crater Foam midsole.","['Lightweight and durable, the layered upper is made from at least 20% recycled materials by weight: the iconic chassis is crafted from some recycled plastic while nearly every part includes a percentage of reclaimed materials.', 'Originally designed for performance running, Nike Air provides lightweight cushioning that lasts.', ""Bringing nature to the city, the prominent arch draws inspiration from a whale's tail and adds structure while the classic fingers on the side nod to palm trees and ocean waves."", 'Rubber outsole for added traction and durability.']","['Colour Shown: White/White/White/Pure Platinum', 'Style: DQ3977-100']","Revolutionary Air technology first made its way into Nike footwear in 1978. In 1987, the Air Max 1 debuted with visible Air technology in its heel, allowing fans more than just the feel of Air cushioning—suddenly they could see it. Since then, next-generation Air Max shoes have become a hit with athletes and collectors by offering striking colour combinations and reliable, lightweight cushioning.",[]
20,Jordan Delta 3 SP,Men's Shoes,SAR 895.00,"['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw836e5328/nk/74c/0/7/0/4/5/74c07045_0164_4337_affb_36c19f5760f3.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw3a04fefe/nk/fd3/6/1/f/d/5/fd361fd5_a369_4061_a911_e24b4ede63a6.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw13118e69/nk/464/e/5/f/e/5/464e5fe5_5f6e_4095_a34d_cd8d0492c8af.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dweb2016fb/nk/e05/d/6/8/a/9/e05d68a9_c099_461a_94ad_538fe157a364.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw30212e52/nk/b8e/e/7/b/f/f/b8ee7bff_5ab4_472e_b81f_61d5aed584af.png?sw=540&sh=540&sm=fit&q=80']","Combining high-end craft with high-tech features, these kicks are the embodiment of cool. Airy Ripstop and soft suede pair with a soft interior for a classic look and premium Jordan Brand comfort.","[""The rubber outsole's abstract herringbone pattern, which references a basketball mainstay for traction, delivers support and lightweight flexibility.""]","['From suede to Ripstop, the durable upper ticks all the boxes: lightweight, comfortable and ready for anywhere you go.']",,[]
